Name;Organisation;responsabilities;search;search page;Full URL
Laura Goldin;Maine Med. Assn.;Health Care(50%) Administrative Law(25%) Legislative Practice(25%);ELA Medical S A FR;320;http://www.martindale.com/Laura-Goldin/239117-lawyer.htm
Sara MacDwyer;Maine Med. Assn.;Health Care(50%) Administrative Law(25%) Legislative Practice(25%);ELA Medical S A FR;330;http://www.martindale.com/Sara-MacDwyer/225601-lawyer.htm
David Earl Smith;Valley Medical Center;Administrative/ Regulatory Contracts Government Health;ELA Medical S A FR;330;http://www.martindale.com/David-Earl-Smith/48715-lawyer.htm
Robert W. Slinkard;Goering & Slinkard;;ELA Medical S A FR;330;http://www.martindale.com/Robert-W-Slinkard/1007365-lawyer.htm
Donald J. Walker;Albany Medical Center;Health and Hospital Law Nonprofit Organizations Biotechnology;ELA Medical S A FR;330;http://www.martindale.com/Donald-J-Walker/389475-lawyer.htm
James D. Laur;Cedars-Sinai Med. Ctr.;Intellectual Property Computers and Software Corporate Law;ELA Medical S A FR;330;http://www.martindale.com/James-D-Laur/151706-lawyer.htm
John R. Corneille, II;Law & Mediation Office of John R. Corneille, II;;ELA Medical S A FR;330;http://www.martindale.com/John-R-Corneille-II/947679-lawyer.htm
Andrew J. Haswell, Jr.;Children's Hospital Medical Center;Municipal Law Corporate Financing Law Estate and Gift Taxation Tax Planning Business Law Commercial Transactions;ELA Medical S A FR;330;http://www.martindale.com/Andrew-J-Haswell-Jr/1424592-lawyer.htm
Jon N. Ekdahl;American Medical Association;;ELA Medical S A FR;330;http://www.martindale.com/Jon-N-Ekdahl/911107-lawyer.htm
Jonathon H. Glugover;American Medical Association;;ELA Medical S A FR;330;http://www.martindale.com/Jonathon-H-Glugover/776362-lawyer.htm
David S. Henningsen;DH Mediation;;ELA Medical S A FR;330;http://www.martindale.com/David-S-Henningsen/251873-lawyer.htm
Tara Miller Dane;DH Mediation;;ELA Medical S A FR;340;http://www.martindale.com/Tara-Miller-Dane/815694-lawyer.htm
Gerald D. Ediger;Medical Protective Co.;Regulatory Law Insurance Business Litigation;ELA Medical S A FR;340;http://www.martindale.com/Gerald-D-Ediger/976436-lawyer.htm
Barbara Ann Radnofsky;Radnofsky Mediation Services;;ELA Medical S A FR;340;http://www.martindale.com/Barbara-Ann-Radnofsky/1685384-lawyer.htm
Mary L. Ursul;Blodgett Memorial Med. Ctr.;Health Care Issues Law(100%);ELA Medical S A FR;340;http://www.martindale.com/Mary-L-Ursul/720750-lawyer.htm
Kevin C. Lunsford;Blodgett Memorial Med. Ctr.;Health Care Issues Law(100%);ELA Medical S A FR;340;http://www.martindale.com/Kevin-C-Lunsford/782979-lawyer.htm
Sharon K. Popper;Long Beach Medical Center;Health Care Corporate Law;ELA Medical S A FR;340;http://www.martindale.com/Sharon-K-Popper/432470-lawyer.htm
Paul R. Frisch;Oregon Med. Assn.;;ELA Medical S A FR;340;http://www.martindale.com/Paul-R-Frisch/1505771-lawyer.htm
Kim Denise Powe;Mount Sinai Med. Ctr.;Health and Hospital Law;ELA Medical S A FR;340;http://www.martindale.com/Kim-Denise-Powe/518674-lawyer.htm
Michael James Carbo;Mediation Inc.;Trial Practice;ELA Medical S A FR;340;http://www.martindale.com/Michael-James-Carbo/781478-lawyer.htm
Nancy Singer;Advanced Medical Technology Assoc.;Regulatory Law Food, Drug and Cosmetic Regulation;ELA Medical S A FR;340;http://www.martindale.com/Nancy-Singer/381858-lawyer.htm
Charles N. Tetunic;Mediation Inc.;Personal Injury;ELA Medical S A FR;350;http://www.martindale.com/Charles-N-Tetunic/780303-lawyer.htm
Judith Anne Yacono;Scarzafava Mediation Service;;ELA Medical S A FR;350;http://www.martindale.com/Judith-Anne-Yacono/1666938-lawyer.htm
Diane M. Goodman;Scarzafava Mediation Service;;ELA Medical S A FR;350;http://www.martindale.com/Diane-M-Goodman/94853-lawyer.htm
Jo Carol Nesset-Sale;JoCarol Nesset-Sale" href="/Mediation-Law-Office-of-JoCarol/158139025-law-firm-office.htm">Mediation and Law Office ofJoCarol Nesset-Sale;;ELA Medical S A FR;350;http://www.martindale.com/Jo-Carol-Nesset-Sale/854179-lawyer.htm
Thomas P. Healy, Jr.;American Medical Association;Corporate Law Corporate Transactions Commercial Transactions;ELA Medical S A FR;350;http://www.martindale.com/Thomas-P-Healy-Jr/951116-lawyer.htm
James L. Knoll;American Medical Association;Corporate Law Corporate Transactions Commercial Transactions;ELA Medical S A FR;350;http://www.martindale.com/James-L-Knoll/1500737-lawyer.htm
Jeffrey M. Mandell;American Medical Association;Corporate Law Corporate Transactions Commercial Transactions;ELA Medical S A FR;350;http://www.martindale.com/Jeffrey-M-Mandell/77465-lawyer.htm
Emilia R. Castillo;American Medical Association;Corporate Law Corporate Transactions Commercial Transactions;ELA Medical S A FR;350;http://www.martindale.com/Emilia-Rigor-Castillo/1768442-lawyer.htm
Donna S. Wetzler;Children's Memorial Med. Ctr.;Health Care Health Care Finance Nonprofit and Charitable Organizations Lender Law Private Placement;ELA Medical S A FR;350;http://www.martindale.com/Donna-S-Wetzler/919057-lawyer.htm
Coralie Kupfer;Children's Memorial Med. Ctr.;Health Care Health Care Finance Nonprofit and Charitable Organizations Lender Law Private Placement;ELA Medical S A FR;350;http://www.martindale.com/Coralie-Kupfer/145236-lawyer.htm
Donald D. Hockman;Attorneys' Mediation Group;;ELA Medical S A FR;360;http://www.martindale.com/Donald-D-Hockman/852828-lawyer.htm
William F. Alderson, Jr.;Alderson Mediation Services LLC;;ELA Medical S A FR;360;http://www.martindale.com/William-F-Alderson-Jr/1807557-lawyer.htm
Francis Christian Gall, Jr.;Charleston Area Medical Center;Litigation Hospital Law Employment Litigation Creditors Rights;ELA Medical S A FR;360;http://www.martindale.com/Francis-Christian-Gall-Jr/1783035-lawyer.htm
Chris E. Limperis;Rush Presbyterian St. Luke's Med. Ctr.;Hospital Law Corporate Law;ELA Medical S A FR;360;http://www.martindale.com/Chris-E-Limperis/933604-lawyer.htm
David P. Sousa;Medical Mutual Insurance Co. of North Carolina;;ELA Medical S A FR;360;http://www.martindale.com/David-P-Sousa/1408992-lawyer.htm
Lawrence Monson, (A P.C.);American Medical Response;Health Care Regulatory Law;ELA Medical S A FR;360;http://www.martindale.com/Lawrence-Monson-(A-PC)/89406-lawyer.htm
Daniel P. Cunningham;Akron General Medical Center;;ELA Medical S A FR;360;http://www.martindale.com/Daniel-P-Cunningham/1419802-lawyer.htm
Steven H. Kruis Esq.;Akron General Medical Center;;ELA Medical S A FR;360;http://www.martindale.com/Steven-H-Kruis-Esq/212909-lawyer.htm
Gillian Free Nyree Overland;Akron General Medical Center;;ELA Medical S A FR;360;http://www.martindale.com/Gillian-Overland/3804856-lawyer.htm
Sanford M. Gage;Akron General Medical Center;;ELA Medical S A FR;360;http://www.martindale.com/Sanford-M-Gage/119219-lawyer.htm
Michael G. Macdonald;Mount Sinai Med. Ctr.;;ELA Medical S A FR;370;http://www.martindale.com/Michael-G-Macdonald/518673-lawyer.htm
Sherman L. Knight;Mount Sinai Med. Ctr.;;ELA Medical S A FR;370;http://www.martindale.com/Sherman-Leslie-Knight/1758058-lawyer.htm
Fred T. Ashley;Mount Sinai Med. Ctr.;;ELA Medical S A FR;370;http://www.martindale.com/Fred-T-Ashley/107193-lawyer.htm
Julie E. Chicoine;Ohio State Univ. Med. Ctr.;;ELA Medical S A FR;370;http://www.martindale.com/Julie-E-Chicoine/1135841-lawyer.htm
Charles "Skip" Hanemann;Ohio State Univ. Med. Ctr.;;ELA Medical S A FR;370;http://www.martindale.com/Charles-Skip-Hanemann/593246-lawyer.htm
Susan H. Mosk;Ohio State Univ. Med. Ctr.;;ELA Medical S A FR;370;http://www.martindale.com/Susan-H-Mosk/237974-lawyer.htm
Robert L. King;King Law-Med-Tech Health Partners;;ELA Medical S A FR;370;http://www.martindale.com/Robert-L-King/1602651-lawyer.htm
J. Franklin Hummer;Med James, Inc.;Civil Trials Commercial Law Insurance Defense Law School Law Tort Law;ELA Medical S A FR;370;http://www.martindale.com/J-Franklin-Hummer/1011519-lawyer.htm
Joseph P. Thornton;American Medical Association;Corporate Law Litigation Mergers and Acquisitions Commercial Transactions Advertising and Marketing Communications and Media;ELA Medical S A FR;370;http://www.martindale.com/Joseph-P-Thornton/967295-lawyer.htm
Mitchell Stanley Givens;Givens Law Office and Mediation Service;;ELA Medical S A FR;370;http://www.martindale.com/Mitchell-Stanley-Givens/157078137-lawyer.htm
Hayden Lait;Givens Law Office and Mediation Service;;ELA Medical S A FR;380;http://www.martindale.com/Hayden-Lait/1607869-lawyer.htm
Steven R. Kuhn;Kuhn Mediation;;ELA Medical S A FR;380;http://www.martindale.com/Steven-R-Kuhn/112023-lawyer.htm
Sara Dreiling Moriber;Dreiling Medical Management Corp.;;ELA Medical S A FR;380;http://www.martindale.com/Sara-Dreiling-Moriber/814560-lawyer.htm
James William Abbott Ladner;St. Jude Medical, Inc.;International Law General Corporate Law Employment Law Health Care Law Litigation Product Liability Anti-Trust Law Contract Law FDA Law;ELA Medical S A FR;380;http://www.martindale.com/James-William-Abbott-Ladner/763013-lawyer.htm
Lee R. Hessberg;Albany Medical Center;;ELA Medical S A FR;380;http://www.martindale.com/Lee-R-Hessberg/388582-lawyer.htm
Thomas Mcmurray;Collaborative Law Center" href="/Appalachian-Mediation-Collaborative/157399525-law-firm-office.htm">Appalachian Mediation &Collaborative Law Center;;ELA Medical S A FR;380;http://www.martindale.com/Thomas-Mcmurray/3673726-lawyer.htm
Kathryn R. Roberts;Roberts Law & Mediation Offices, Inc.;;ELA Medical S A FR;380;http://www.martindale.com/Kathryn-R-Roberts/162683-lawyer.htm
Kristine Suzanne Cummings;Roberts Law & Mediation Offices, Inc.;;ELA Medical S A FR;380;http://www.martindale.com/Kristine-Suzanne-Cummings/204053-lawyer.htm
Gregory Economidis;Economidis Mediation Services LLC;;ELA Medical S A FR;380;http://www.martindale.com/Gregory-Economidis/157662047-lawyer.htm
Janice Starr;Economidis Mediation Services LLC;;ELA Medical S A FR;380;http://www.martindale.com/Janice-Starr/2140538-lawyer.htm
Lisbeth Margot Bulmash;Bulmash Mediations PLLC;;ELA Medical S A FR;390;http://www.martindale.com/Lisbeth-Margot-Bulmash/735175-lawyer.htm
Joseph M. Appel;Mass. Medical Society;Contracts Intellectual Property Business Law;ELA Medical S A FR;390;http://www.martindale.com/Joseph-M-Appel/698426-lawyer.htm
John W. McNey;Cook Children's Medical Center;Hospital Law(50%) Health Care Regulation(30%) Nonprofit Corporations(20%);ELA Medical S A FR;390;http://www.martindale.com/John-W-McNey/1660077-lawyer.htm
Michael Barrington;of the Harvard Medical Institutions" href="/Profile/Office.aspx?org=2&flid=42565723">CRICO/Risk Management Foundationof the Harvard Medical Institutions;Insurance Coverage Insurance Regulation Reinsurance Corporate Governance Information Technology Contracts Information Technology Licensing Physicians Professional Liability Directors and Officers Errors and Omissions Biotechnology Licensing HIPAA Compliance Healthcare Law Corporate Compliance Information Security;ELA Medical S A FR;390;http://www.martindale.com/Michael-Barrington/31600826-lawyer.htm
Jodi A. Tucker;Tucker Law and Mediation;;ELA Medical S A FR;390;http://www.martindale.com/Jodi-A-Tucker/348116-lawyer.htm
Helene L. Taylor;Law and Mediation Offices of Helene L. Taylor;;ELA Medical S A FR;390;http://www.martindale.com/Helene-L-Taylor/895330-lawyer.htm
David S. Roder;Fresenius Medical Care N.A.;Health Care Law Contract Law Real Estate;ELA Medical S A FR;390;http://www.martindale.com/David-S-Roder/680262-lawyer.htm
Jane B. Garzilli;Garzilli Mediation;;ELA Medical S A FR;390;http://www.martindale.com/Jane-B-Garzilli/156872-lawyer.htm
Ralph E. Allan;Med-Tox Assoc., Inc.;;ELA Medical S A FR;390;http://www.martindale.com/Ralph-E-Allan/77439-lawyer.htm
Peter E. Braveman;Cedars-Sinai Med. Ctr.;;ELA Medical S A FR;390;http://www.martindale.com/Peter-E-Braveman/151704-lawyer.htm
Ryan Edward Eagan;IMPAC Medical Systems, Inc.;Intellectual Property Corporate Software Licensing;ELA Medical S A FR;400;http://www.martindale.com/Ryan-Edward-Eagan/2307203-lawyer.htm
Jonathan Starr;New York & New Jersey Divorce Mediation;;ELA Medical S A FR;400;http://www.martindale.com/Jonathan-Starr/44734560-lawyer.htm
David F. Perry;David F. Perry" href="/Mediation-Law-Offices-of-David/157028543-law-firm-office.htm">Mediation & Law Offices ofDavid F. Perry;;ELA Medical S A FR;400;http://www.martindale.com/David-F-Perry/224570-lawyer.htm
Diane M. Andrews;Bayhealth Medical Center, Inc;Hospital Health Law;ELA Medical S A FR;400;http://www.martindale.com/Diane-M-Andrews/2620478-lawyer.htm
Nancy Luise Notley;Ann Arbor Mediation Ctr.;;ELA Medical S A FR;400;http://www.martindale.com/Nancy-Luise-Notley/701385-lawyer.htm
Jami K. Fosgate;Mediation Center" href="/Fosgate-Family-Law-Mediation-Center/157558221-law-firm-office.htm">Fosgate Family Law andMediation Center;;ELA Medical S A FR;400;http://www.martindale.com/Jami-K-Fosgate/35815886-lawyer.htm
David W. Lamb;Beth Israel Deaconess Medical Center;Health Law Business Law Real Estate Leasing;ELA Medical S A FR;400;http://www.martindale.com/David-W-Lamb/4027476-lawyer.htm
Charles T. Alagero;Mass. Medical Society;Health Care;ELA Medical S A FR;400;http://www.martindale.com/Charles-T-Alagero/694977-lawyer.htm
Glen M. Zwicker;Howard Hughes Medical Institute;;ELA Medical S A FR;400;http://www.martindale.com/Glen-M-Zwicker/372168-lawyer.htm
Dominic J. Andreano;Pediatrix Medical Group, Inc.;Health Care Mergers and Acquisitions Corporate Securities;ELA Medical S A FR;400;http://www.martindale.com/Dominic-J-Andreano/805376-lawyer.htm
Candace Noel Gethoefer-Morris;;;ELA Medical S A FR;410;http://www.martindale.com/Candace-Noel-Gethoefer-Morris/1654632-lawyer.htm
Stephanie N. Kroon;ALARIS Medical Systems, Inc., Inc.;Corporate Law Commercial Transactions Securities;ELA Medical S A FR;410;http://www.martindale.com/Stephanie-N-Kroon/181930-lawyer.htm
Gregory M. Abrams;California Medical Association;General Litigation Health Care Law;ELA Medical S A FR;410;http://www.martindale.com/Gregory-M-Abrams/231609-lawyer.htm
S. Andrew Motozaki;Varian Medical Systems, Inc.;;ELA Medical S A FR;410;http://www.martindale.com/S-Andrew-Motozaki/262997-lawyer.htm
V. Roland Smith;Ballard Medical Prods.;;ELA Medical S A FR;410;http://www.martindale.com/V-Roland-Smith/1712924-lawyer.htm
Yvonnda Lee Ford;Lincoln County Medical Center;;ELA Medical S A FR;410;http://www.martindale.com/Yvonnda-Lee-Ford/3185999-lawyer.htm
Lisa Collins Werner;Consensus Mediation Group;;ELA Medical S A FR;410;http://www.martindale.com/Lisa-Collins-Werner/1044539-lawyer.htm
Mae Adkins;A Law Office and Mediation Firm" href="/Family-First-Legal-A-Law-Office/45669619-law-firm-office.htm">Family First LegalA Law Office and Mediation Firm;;ELA Medical S A FR;410;http://www.martindale.com/Mae-Adkins/3364869-lawyer.htm
William D. Smith;Hurley Medical Center;Health Care Litigation;ELA Medical S A FR;410;http://www.martindale.com/William-D-Smith/2142824-lawyer.htm
John Barron Knighton;Wright Medical Technology, Inc.;Health Law;ELA Medical S A FR;410;http://www.martindale.com/John-Barron-Knighton/4586131-lawyer.htm
Eileen M. Kirsch;Club Med Management Services, Inc.;Real Property Corporate Law International Law;ELA Medical S A FR;420;http://www.martindale.com/Eileen-M-Kirsch/811055-lawyer.htm
Bonnie Chambless Galt;Cedars-Sinai Med. Ctr.;Health Care Law Corporate Law;ELA Medical S A FR;420;http://www.martindale.com/Bonnie-Chambless-Galt/151705-lawyer.htm
Melissa Ann Reardon;Mirich Medical Corp.;Corporate Law Business Law;ELA Medical S A FR;420;http://www.martindale.com/Melissa-Ann-Reardon/2733811-lawyer.htm
Paul W. Auffermann;Mass. Medical Society;Contracts Intellectual Property Employment Law;ELA Medical S A FR;420;http://www.martindale.com/Paul-W-Auffermann/694978-lawyer.htm
Erika Rath Carmean;Howard Hughes Medical Institute;;ELA Medical S A FR;420;http://www.martindale.com/Erika-Rath-Carmean/351129-lawyer.htm
John W. Salmon;Salmon & Dulberg Mediation Services, Inc.;General Practice;ELA Medical S A FR;420;http://www.martindale.com/John-W-Salmon/811260-lawyer.htm
Grace H. Timberlake;N.Y. Univ. Med. Ctr.;Trusts and Estates;ELA Medical S A FR;420;http://www.martindale.com/Grace-H-Timberlake/518223-lawyer.htm
Susan Lope Dunbar;Dunbar Mediation Services;;ELA Medical S A FR;420;http://www.martindale.com/Susan-Lope-Dunbar/88230-lawyer.htm
Kathleen Rose Golovan;Medical Mutual of Ohio;Corporate Law;ELA Medical S A FR;420;http://www.martindale.com/Kathleen-Rose-Golovan/1432891-lawyer.htm
Karen Marie Gammon;Gammon Mediations;;ELA Medical S A FR;420;http://www.martindale.com/Karen-Marie-Gammon/1640472-lawyer.htm
Elizabeth A. Brennan;Brennan Law Mediation;;ELA Medical S A FR;430;http://www.martindale.com/Elizabeth-A-Brennan/1054982-lawyer.htm
Cecil J. Francisco, III;Texas Medical Association;Health Law Administrative Law;ELA Medical S A FR;430;http://www.martindale.com/Cecil-J-Francisco-III/1628322-lawyer.htm
Ronald J. Kuerbitz;Fresenius Medical Care N.A.;Health Care Mergers and Acquisitions Corporate Law Litigation;ELA Medical S A FR;430;http://www.martindale.com/Ronald-J-Kuerbitz/680253-lawyer.htm
Anne W. Claussen;Fresenius Medical Care N.A.;Health Care Mergers and Acquisitions Corporate Law Litigation;ELA Medical S A FR;430;http://www.martindale.com/Anne-W-Claussen/838295-lawyer.htm
Deborah Gifford Casey;Fresenius Medical Care N.A.;Managed Care Regulatory Health Care;ELA Medical S A FR;430;http://www.martindale.com/Deborah-Gifford-Casey/680269-lawyer.htm
Ariel B. Winger;Ariel B. Winger" href="/Mediation-Collaborative-Practice/32570828-law-firm-office.htm">Mediation and Collaborative Practice ofAriel B. Winger;;ELA Medical S A FR;430;http://www.martindale.com/Ariel-B-Winger/75450-lawyer.htm
Heather F. Harner;Varian Medical Systems, Inc.;;ELA Medical S A FR;430;http://www.martindale.com/Heather-F-Harner/2562325-lawyer.htm
Heather Dawn Volante;Heather D. Volante" href="/The-Law-Mediation-Offices-of-Heather/3699979-law-firm-office.htm">The Law & Mediation Offices ofHeather D. Volante;;ELA Medical S A FR;430;http://www.martindale.com/Heather-Dawn-Volante/244975-lawyer.htm
Kathleen Louise Royer;Northwest Family Mediation & Consultation;;ELA Medical S A FR;430;http://www.martindale.com/Kathleen-Louise-Royer/2200000-lawyer.htm
Ashley Dean;Truman Med. Ctr.;Education Law;ELA Medical S A FR;430;http://www.martindale.com/Ashley-Dean/2123279-lawyer.htm
Nancy Pekkanen Gillette;Ohio State Medical Association;Health Care Hospital Law Administrative Law;ELA Medical S A FR;440;http://www.martindale.com/Nancy-Pekkanen-Gillette/1459866-lawyer.htm
Mary H. Casden;Divorce & Family Mediation Services;;ELA Medical S A FR;440;http://www.martindale.com/Mary-H-Casden/316914-lawyer.htm
Walter J. Landen, Jr.;Emergency Medical Svcs. Corp.;Health Care Health Care Contracts Health Care Fraud Health Care Reimbursement;ELA Medical S A FR;440;http://www.martindale.com/Walter-J-Landen-Jr/304660-lawyer.htm
Thomas M. Ziemba;Medical Legal Consulting Institue;;ELA Medical S A FR;440;http://www.martindale.com/Thomas-M-Ziemba/1673833-lawyer.htm
J. Alexander Geesbreght;Consultants Ltd." href="/Profile/Office.aspx?org=2&flid=3091913">Emergency MedicalConsultants Ltd.;Civil Litigation;ELA Medical S A FR;440;http://www.martindale.com/J-Alexander-Geesbreght/2314931-lawyer.htm
Frank Butler;Holy Redeemer Hosp. & Med. Ctr.;Hospital Law;ELA Medical S A FR;440;http://www.martindale.com/Frank-Butler/1527978-lawyer.htm
Niti Shah;Medical Malpractice Law Firm" href="/McIver-Brown-Medical-Malpractice/157887763-law-firm-office.htm">McIver BrownMedical Malpractice Law Firm;;ELA Medical S A FR;440;http://www.martindale.com/Niti-Shah/28080020-lawyer.htm
Mark L. Adams;State Medical Society of Wisconsin;Corporate Law(50%) Health and Hospital Law(50%);ELA Medical S A FR;440;http://www.martindale.com/Mark-L-Adams/1795372-lawyer.htm
Suzanne C. Martin;Mount Carmel Med. Ctr.;;ELA Medical S A FR;440;http://www.martindale.com/Suzanne-C-Martin/1451637-lawyer.htm
Winifred Lynn Swan;NxStage Medical, Inc.;Mergers and Acquisitions Licensing/Supply/Distribution/Consulting Agreements SEC Reporting;ELA Medical S A FR;440;http://www.martindale.com/Winifred-Lynn-Swan/683861-lawyer.htm
Lee A. Spangler;Texas Medical Association;Health Law Administrative Law;ELA Medical S A FR;450;http://www.martindale.com/Lee-A-Spangler/2366287-lawyer.htm
Leah Pallin-Hill;Mediation and Arbitration Services, PLLC;Family Law Judicial Officer;ELA Medical S A FR;450;http://www.martindale.com/Leah-Pallin-Hill/48129-lawyer.htm
David J. Lerman;Southern Calif. Permanente Med. Grp.;;ELA Medical S A FR;450;http://www.martindale.com/David-J-Lerman/3100756-lawyer.htm
Gabriel B. Park;Park Legal & Mediation;;ELA Medical S A FR;450;http://www.martindale.com/Gabriel-B-Park/157009559-lawyer.htm
Teresa A. Stanley;Teresa A. Stanley" href="/Law-Mediation-Office-of-Teresa/46800594-law-firm-office.htm">Law & Mediation Office ofTeresa A. Stanley;;ELA Medical S A FR;450;http://www.martindale.com/Teresa-A-Stanley/97138-lawyer.htm
Jil Dalesandro;Jil Dalesandro" href="/Law-Mediation-Offices-of-Jil-Dalesandro/158040639-law-firm-office.htm">Law & Mediation Offices ofJil Dalesandro;;ELA Medical S A FR;450;http://www.martindale.com/Jil-Dalesandro/4912609-lawyer.htm
Lewis M. Popper;Truman Med. Ctr.;Hospital Law(50%) Labor and Employment(25%) Casualty Insurance;ELA Medical S A FR;450;http://www.martindale.com/Lewis-M-Popper/1030348-lawyer.htm
W. W. Petrick;Permanente Med. Grp., Inc.;Health Care Labor and Employment Professional Liability;ELA Medical S A FR;450;http://www.martindale.com/W-W-Petrick/174834-lawyer.htm
Elìas Suakjìan;Mediation Practice" href="/Suakjian-Law-Mediation-Practice/45908699-law-firm-office.htm">Suakjìan Law andMediation Practice;;ELA Medical S A FR;450;http://www.martindale.com/Elias-Suakjian/3282918-lawyer.htm
Helene A. Alt;Texas Medical Association;Nonprofit Organizations Law Corporate Law;ELA Medical S A FR;450;http://www.martindale.com/Helene-A-Alt/1628323-lawyer.htm
Randall B. Pitler;Pitler Family Law & Mediation PC;;ELA Medical S A FR;460;http://www.martindale.com/Randall-B-Pitler/708490-lawyer.htm
Shanda Lewis Cargile;Pitler Family Law & Mediation PC;;ELA Medical S A FR;460;http://www.martindale.com/Shanda-Lewis-Cargile/41681631-lawyer.htm
Andrew Yarnell Beatty;Tenn. Med. Assn.;Administrative Law Trade and Professional Association Government Health and Hospital Law;ELA Medical S A FR;460;http://www.martindale.com/Andrew-Yarnell-Beatty/1612369-lawyer.htm
Mitchell S. Krinsky;Fresenius Medical Care N.A.;;ELA Medical S A FR;460;http://www.martindale.com/Mitchell-S-Krinsky/680264-lawyer.htm
Hillary M. Wilson;ALARIS Medical Systems, Inc., Inc.;Commercial Transactions Corporate Law;ELA Medical S A FR;460;http://www.martindale.com/Hillary-M-Wilson/269148-lawyer.htm
Domenic P. Gaeta;Fresenius Medical Care N.A.;Litigation;ELA Medical S A FR;460;http://www.martindale.com/Domenic-P-Gaeta/680255-lawyer.htm
Charles D. Gilfillan;General Hosp. Med. Ctr. Found.;;ELA Medical S A FR;460;http://www.martindale.com/Charles-D-Gilfillan/1760078-lawyer.htm
Gail Killefer;Killefer Mediation;;ELA Medical S A FR;460;http://www.martindale.com/Gail-Killefer/233319-lawyer.htm
David E. Rosendahl;The Medical Protective Co.;;ELA Medical S A FR;460;http://www.martindale.com/David-E-Rosendahl/976447-lawyer.htm
Jeffrey A. Ross;Jeffrey A. Ross, Employment Mediation;;ELA Medical S A FR;460;http://www.martindale.com/Jeffrey-A-Ross/2117093-lawyer.htm
Michael E. McDermott;Kingsbrook Jewish Medical Ctr.;;ELA Medical S A FR;470;http://www.martindale.com/Michael-E-McDermott/5092312-lawyer.htm
Sid Brockley;Sid Brockley Mediation;;ELA Medical S A FR;470;http://www.martindale.com/Sid-Brockley/1498833-lawyer.htm
Edward A. Bennett;Fresenius Medical Care N.A.;Labor and Employment Litigation;ELA Medical S A FR;470;http://www.martindale.com/Edward-A-Bennett/680270-lawyer.htm
Amelie Trahant;Mount Sinai Med. Ctr.;;ELA Medical S A FR;470;http://www.martindale.com/Amelie-Trahant/16878161-lawyer.htm
Howard S. Bellman;Mediation & Arbitration" href="/Howard-S-Bellman-Mediation-Arbitration/157658339-law-firm-office.htm">Howard S. BellmanMediation & Arbitration;;ELA Medical S A FR;470;http://www.martindale.com/Howard-S-Bellman/1793678-lawyer.htm
Mindy Geller;Mindy Geller" href="/Law-Mediation-Office-of-Mindy/43218579-law-firm-office.htm">Law and Mediation Office ofMindy Geller;;ELA Medical S A FR;470;http://www.martindale.com/Mindy-Geller/75414-lawyer.htm
Jane E. Rosenthal;University of Kansas Medical Center Research Institute;Corporate Law Contracts;ELA Medical S A FR;470;http://www.martindale.com/Jane-E-Rosenthal/1005194-lawyer.htm
Charles A. DiNardo;B. Braun of America Inc./ B. Braun Medical Inc.;Corporation Law Intellectual Property Securities;ELA Medical S A FR;470;http://www.martindale.com/Charles-A-DiNardo/106594-lawyer.htm
Arthur J. Ochoa;Cedars-Sinai Med. Ctr.;;ELA Medical S A FR;470;http://www.martindale.com/Arthur-J-Ochoa/134343-lawyer.htm
Monica B. Wilkinson;Detroit Medical Center;;ELA Medical S A FR;470;http://www.martindale.com/Monica-B-Wilkinson/704948-lawyer.htm
Maureen O'Mara Keenan;New England Med. Ctr.;;ELA Medical S A FR;480;http://www.martindale.com/Maureen-OMara-Keenan/665963-lawyer.htm
Marie-Armide E. Storey;Fresenius Medical Care N.A.;Corporate Law Health Care;ELA Medical S A FR;480;http://www.martindale.com/Marie-Armide-E-Storey/1538641-lawyer.htm
James W. Blackman;Law & Mediation Offices of Vivian L. Holley;;ELA Medical S A FR;480;http://www.martindale.com/James-W-Blackman/2313315-lawyer.htm
Linda Cheung;National Medical Health Card Systems, Inc.;;ELA Medical S A FR;480;http://www.martindale.com/Linda-Cheung/501486-lawyer.htm
Jodi L. Murphy;American Medical Security Group, Inc.;Contracts;ELA Medical S A FR;480;http://www.martindale.com/Jodi-L-Murphy/1991482-lawyer.htm
Anne Hart;Shiawassee Co. Med. Care Facility;;ELA Medical S A FR;480;http://www.martindale.com/Anne-Hart/707107-lawyer.htm
Stefanie Beninato;Mediations Unlimited;;ELA Medical S A FR;480;http://www.martindale.com/Stefanie-Beninato/3932943-lawyer.htm
Carol McNair Todd;West Ga. Medical Ctr.;Health Law;ELA Medical S A FR;480;http://www.martindale.com/Carol-McNair-Todd/880160-lawyer.htm
Donald R. Moy;Medical Soc. of N.Y. State;Health Care Law(90%);ELA Medical S A FR;480;http://www.martindale.com/Donald-R-Moy/430862-lawyer.htm
Roselyne Nobles;Our Lady of Lourdes Regional Medical Center, Inc.;;ELA Medical S A FR;480;http://www.martindale.com/Roselyne-Nobles/157248809-lawyer.htm
Frances P. Segars-Andrews;Andrews Mediation & Law Firm, PA;;ELA Medical S A FR;490;http://www.martindale.com/Frances-P-Segars-Andrews/1582344-lawyer.htm
Robert W. Mulcahey;Stratum Med, Inc.;Health Care Corporate Law Risk Management;ELA Medical S A FR;490;http://www.martindale.com/Robert-W-Mulcahey/951788-lawyer.htm
Erin Whitney Morris;;;ELA Medical S A FR;490;http://www.martindale.com/Erin-Whitney-Morris/157033009-lawyer.htm
